fileName,normalizedRatio,date,speed,iso,aperture,focalLength,widthFull,heightFull,fileSizeFull,width2k,height2k,fileSize2k,width3k,height3k,fileSize3k,width4k,height4k,fileSize4k,widthRaw,heightRaw,fileSizeRaw,place,themes,title,details
D5600_002904,autre,2019-10-25T19:57:49+08:00,1/40 s,3200,22.0,35.0,4789,2730,"1,23 Mio",1920,1095,"178,55 kio",3000,1710,"612,49 kio",3840,2189,"898,82 kio",6016,4016,"26,11 Mio",seogwipo,quotidien,Karaoke du Renard,Ils ont une tronche étrange les renards coréens…
D5600_002914,standard,2019-10-26T14:58:40+08:00,1/160 s,100,4.8,42.0,6016,4016,"11,63 Mio",1920,1282,"1,22 Mio",3000,2003,"3,77 Mio",3840,2563,"5,62 Mio",6016,4016,"29,59 Mio",seogwipo,sculpture;parc;curiosite,Cheval de bois,
D5600_002917,standard,2019-10-26T14:59:08+08:00,1/125 s,100,8.0,30.0,6016,4016,"13,32 Mio",1920,1282,"1,34 Mio",3000,2003,"4,25 Mio",3840,2563,"6,34 Mio",6016,4016,"29,52 Mio",seogwipo,sculpture;parc;curiosite,Chevaux de bois,
D5600_002926,standard,2019-10-26T15:16:03+08:00,1/50 s,100,11.0,105.0,6016,4016,"3,38 Mio",1920,1282,"318,79 kio",3000,2003,"1,10 Mio",3840,2563,"1,66 Mio",6016,4016,"22,90 Mio",seogwipo,plante,Une fleur orange,
D5600_002928,vertical,2019-10-26T15:17:17+08:00,1/100 s,200,5.6,105.0,4016,6016,"8,24 Mio",1282,1920,"917,90 kio",2003,3000,"2,73 Mio",2563,3840,"4,03 Mio",6016,4016,"28,06 Mio",seogwipo,parc;nature;riviere,Cascade au cadre d’arbres,Vue sur la cascade Cheonjiyeong
D5600_002941,standard,2019-10-26T15:25:08+08:00,1/80 s,100,11.0,52.0,6016,4016,"9,58 Mio",1920,1282,"1,13 Mio",3000,2003,"3,22 Mio",3840,2563,"4,70 Mio",6016,4016,"28,59 Mio",seogwipo,quotidien;sculpture;etrange,Coussin de béton,
D5600_002945,standard,2019-10-26T15:27:52+08:00,1/25 s,100,11.0,28.0,6016,4016,"11,22 Mio",1920,1282,"1,18 Mio",3000,2003,"3,66 Mio",3840,2563,"5,43 Mio",6016,4016,"28,10 Mio",seogwipo,parc,Cairns volcaniques,
D5600_002952,carre,2019-10-26T15:33:12+08:00,1/100 s,100,5.6,105.0,4016,4015,"2,68 Mio",1920,1920,"475,04 kio",3000,2999,"1,69 Mio",3840,3839,"2,57 Mio",6016,4016,"22,96 Mio",seogwipo,plante;quotidien,Mandarines gravées,Est-ce que graver son nom sur une mandarine a une signification ?
D5600_002953,standard,2019-10-26T15:33:33+08:00,1/100 s,100,11.0,34.0,6016,4016,"6,02 Mio",1920,1282,"606,63 kio",3000,2003,"1,96 Mio",3840,2563,"2,92 Mio",6016,4016,"24,73 Mio",seogwipo,parc;quotidien,Croquet avec vue (quand il fait beau),"D’accord, Seogwipo est perdue au bout du monde, mais est-ce qu’il existe un autre terrain de croquet avec vue sur la plus haute montagne du pays ?"
D5600_002958,vertical,2019-10-26T15:41:34+08:00,1/30 s,400,11.0,34.0,3667,5500,"7,69 Mio",1280,1920,"995,97 kio",2000,3000,"2,90 Mio",2560,3840,"4,32 Mio",6016,4016,"29,73 Mio",seogwipo,parc;escaliers,Escalier aux lanternes,
D5600_002959,standard,2019-10-26T15:45:40+08:00,1/100 s,400,8.0,105.0,4758,3172,"5,08 Mio",1920,1280,"812,11 kio",3000,2000,"2,42 Mio",3840,2560,"3,61 Mio",6016,4016,"27,74 Mio",seogwipo,parc;animal;riviere,Magrets et foie gras,
D5600_002967,standard,2019-10-26T15:55:42+08:00,1/2 s,100,32.0,42.0,5848,3899,"5,53 Mio",1920,1280,"647,82 kio",3000,2000,"1,92 Mio",3840,2560,"2,84 Mio",6016,4016,"24,83 Mio",seogwipo,parc;riviere,Cheonjiyeong figée,
D5600_002980,standard,2019-10-26T16:03:38+08:00,1/1 s,100,25.0,22.0,5753,3835,"6,37 Mio",1920,1280,"803,59 kio",3000,2000,"2,34 Mio",3840,2560,"3,41 Mio",6016,4016,"26,65 Mio",seogwipo,quotidien;parc;riviere,Posés devant la cascade,
D5600_002990,carre,2019-10-26T16:16:04+08:00,1/60 s,100,4.5,32.0,3851,3851,"4,48 Mio",1920,1920,"1,06 Mio",3000,3000,"3,06 Mio",3840,3840,"4,47 Mio",6016,4016,"27,22 Mio",seogwipo,parc;sculpture;dragon,L’une des Dragon Ball ?,
D5600_002991,standard,2019-10-26T16:16:44+08:00,1/30 s,100,5.6,105.0,6016,4016,"3,77 Mio",1920,1282,"507,83 kio",3000,2003,"1,31 Mio",3840,2563,"1,85 Mio",6016,4016,"26,37 Mio",seogwipo,sculpture;dragon;selection,Yong,
D5600_002995,vertical,2019-10-26T16:17:50+08:00,1/25 s,200,11.0,18.0,3851,5767,"7,66 Mio",1282,1920,"838,72 kio",2003,3000,"2,64 Mio",2564,3840,"3,96 Mio",6016,4016,"28,27 Mio",seogwipo,parc;riviere,Échelle à poissons,
D5600_003010,standard,2019-10-26T16:38:03+08:00,1/40 s,100,11.0,42.0,6016,4016,"8,08 Mio",1920,1282,"806,56 kio",3000,2003,"2,55 Mio",3840,2563,"3,85 Mio",6016,4016,"24,89 Mio",seogwipo,mer;nature;foret,Falaises de l’île aux oiseaux,"C’est pas de très hautes falaises, mais quand même."
D5600_003012,standard,2019-10-26T16:39:58+08:00,1/125 s,100,11.0,21.0,5899,3938,"6,84 Mio",1920,1282,"709,33 kio",3000,2003,"2,27 Mio",3840,2563,"3,40 Mio",6016,4016,"24,39 Mio",seogwipo,plante;mer;nature;rocher,Tout petit lac sur une toute petite île,
D5600_003014,standard,2019-10-26T16:40:25+08:00,1/80 s,100,11.0,42.0,5856,3910,"6,58 Mio",1920,1282,"764,01 kio",3000,2003,"2,23 Mio",3840,2564,"3,32 Mio",6016,4016,"25,52 Mio",seogwipo,nature;mer;rocher,L’île après l’île,
D5600_003029,vertical,2019-10-26T16:51:45+08:00,1/125 s,100,10.0,26.0,3842,5754,"5,52 Mio",1282,1920,"594,75 kio",2003,3000,"1,89 Mio",2564,3840,"2,83 Mio",6016,4016,"24,05 Mio",seogwipo,plante;nature,Dans l’autre sens,"Oui, ce pin pousse à l’horizontale."
D5600_003037,panoramique,2019-10-26T16:57:51+08:00,1/100 s,100,11.0,66.0,5726,2565,"3,29 Mio",1920,860,"365,46 kio",3000,1344,"1,17 Mio",3840,1720,"1,74 Mio",6016,4016,"24,71 Mio",seogwipo,mer;quotidien;ville,La flotte flotte,
D5600_003041,vertical,2019-10-26T17:02:01+08:00,1/15 s,100,11.0,40.0,4016,6016,"7,03 Mio",1282,1920,"738,45 kio",2003,3000,"2,28 Mio",2563,3840,"3,40 Mio",6016,4016,"27,43 Mio",seogwipo,mer;rocher;nature,Tu plonges ?,
D5600_003049,vertical,2019-10-26T17:11:11+08:00,1/250 s,200,11.0,35.0,3785,5677,"6,76 Mio",1280,1920,"718,38 kio",2000,3000,"2,36 Mio",2560,3840,"3,59 Mio",6016,4016,"27,99 Mio",seogwipo,mer;nature;selection,L’île sous le soleil,
D5600_003052,standard,2019-10-26T17:20:17+08:00,1/800 s,100,5.3,66.0,6016,4016,"1,10 Mio",1920,1282,"94,61 kio",3000,2003,"345,35 kio",3840,2563,"486,38 kio",6016,4016,"21,57 Mio",seogwipo,sculpture;curiosite,Cheval fil de fer,"Sur un pont, toute une série de décorations du même style"
D5600_003056,standard,2019-10-26T17:21:29+08:00,1/200 s,100,5.6,105.0,4648,3099,"4,05 Mio",1920,1280,"665,56 kio",3000,2000,"2,01 Mio",3840,2560,"3,00 Mio",6016,4016,"25,01 Mio",seogwipo,riviere;animal,Aigette,
D5600_003059,standard,2019-10-26T17:35:10+08:00,1/60 s,200,11.0,28.0,5608,3738,"6,22 Mio",1920,1280,"751,50 kio",3000,2000,"2,29 Mio",3840,2560,"3,41 Mio",6016,4016,"25,47 Mio",seogwipo,mer;rocher;nature,La plage la moins confortable du coin,
D5600_003064,standard,2019-10-26T17:41:00+08:00,1/160 s,100,5.6,105.0,6016,4016,"4,75 Mio",1920,1282,"472,51 kio",3000,2003,"1,50 Mio",3840,2563,"2,27 Mio",6016,4016,"23,25 Mio",seogwipo,plante,Les petites fleurs mauves,Seogwiopo regorge de ces fleurs
D5600_003075,standard,2019-10-26T17:54:42+08:00,1/250 s,400,5.6,80.0,6016,4016,"7,02 Mio",1920,1282,"735,32 kio",3000,2003,"2,28 Mio",3840,2563,"3,41 Mio",6016,4016,"26,79 Mio",seogwipo,quotidien;curiosite,"Corée, paradis de la voiture",Une vue très classique d’une ville coréenne. Ça n’est même pas un axe principal. C’est dommage d’avoir autant de signalisations pour qu’elles soient aussi peu respectées…
D5600_003076,vertical,2019-10-26T17:56:23+08:00,1/160 s,400,5.6,18.0,4016,6016,"6,14 Mio",1282,1920,"605,69 kio",2003,3000,"1,94 Mio",2563,3840,"2,92 Mio",6016,4016,"25,82 Mio",seogwipo,parc;architecture;toit,Porte,
D5600_003077,standard,2019-10-26T17:58:35+08:00,1/160 s,400,5.6,26.0,6016,4016,"10,53 Mio",1920,1282,"999,41 kio",3000,2003,"3,24 Mio",3840,2563,"4,94 Mio",6016,4016,"27,83 Mio",seogwipo,parc,L’allée vers la cascade,
D5600_003079,standard,2019-10-26T17:59:36+08:00,1/125 s,400,9.0,34.0,6016,4016,"9,94 Mio",1920,1282,"840,51 kio",3000,2003,"2,95 Mio",3840,2563,"4,57 Mio",6016,4016,"25,01 Mio",seogwipo,parc;architecture,Le jardin chinois,"Plus exactement, la seule partie d’un jardin chinois très mal entretenu, hélas."
D5600_003082,standard,2019-10-26T18:06:10+08:00,1/160 s,800,4.5,34.0,6016,4016,"9,92 Mio",1920,1282,"988,22 kio",3000,2003,"3,12 Mio",3840,2563,"4,72 Mio",6016,4016,"29,29 Mio",seogwipo,nature;mer;rocher;riviere,Jeongbang loin de la mer,"À marée haute, la cascade se jette directement dans la mer"
D5600_003087,standard,2019-10-26T18:11:30+08:00,1/40 s,200,4.8,42.0,6016,4016,"6,07 Mio",1920,1282,"596,11 kio",3000,2003,"1,92 Mio",3840,2563,"2,90 Mio",6016,4016,"25,28 Mio",seogwipo,nature;mer;rocher;riviere,C’est très vivifiant,Le bas de la cascade Jeongbang
D5600_003100,standard,2019-10-26T18:25:57+08:00,1/160 s,400,4.2,34.0,6016,4016,"8,96 Mio",1920,1282,"909,43 kio",3000,2003,"2,85 Mio",3840,2563,"4,30 Mio",6016,4016,"28,11 Mio",seogwipo,sculpture;etrange,Je vous offre ce… truc.,"Non, merci."
D5600_003102,standard,2019-10-26T18:30:00+08:00,1/40 s,400,8.0,105.0,5505,3670,"5,42 Mio",1920,1280,"702,42 kio",3000,2000,"2,06 Mio",3840,2560,"3,06 Mio",6016,4016,"26,85 Mio",seogwipo,ville;curiosite;moderne,"Il y a un peu plus de couleurs, je les mets quand même ?",
D5600_003110,vertical,2019-10-27T09:57:15+08:00,1/160 s,800,8.0,38.0,4016,6016,"11,15 Mio",1282,1920,"1,22 Mio",2003,3000,"3,61 Mio",2563,3840,"5,37 Mio",6016,4016,"30,40 Mio",hallasan,nature;foret;automne,Forêt humide du pied du Hallasan,
D5600_003111,standard,2019-10-27T09:57:50+08:00,1/80 s,800,11.0,75.0,6016,4016,"12,31 Mio",1920,1282,"1,36 Mio",3000,2003,"4,06 Mio",3840,2563,"6,02 Mio",6016,4016,"30,32 Mio",hallasan,nature;foret;automne,"Il reste un peu de rouge, là.",
D5600_003118,standard,2019-10-27T10:14:41+08:00,1/160 s,400,9.0,52.0,6016,4016,"10,88 Mio",1920,1282,"1,21 Mio",3000,2003,"3,56 Mio",3840,2563,"5,29 Mio",6016,4016,"29,95 Mio",hallasan,nature;foret;automne,L’étrange forêt clairsemée des pentes du Hallasan,
D5600_003121,standard,2019-10-27T10:17:54+08:00,1/320 s,400,9.0,105.0,6016,4016,"7,81 Mio",1920,1282,"904,75 kio",3000,2003,"2,55 Mio",3840,2563,"3,78 Mio",6016,4016,"26,94 Mio",hallasan,plante;nature;automne,Les derniers érables,
D5600_003122,standard,2019-10-27T10:20:48+08:00,1/80 s,800,9.0,30.0,6016,4016,"12,75 Mio",1920,1282,"1,24 Mio",3000,2003,"3,95 Mio",3840,2563,"5,98 Mio",6016,4016,"29,55 Mio",hallasan,nature;foret,Bosquet résineux,
D5600_003125,standard,2019-10-27T10:33:42+08:00,1/500 s,800,9.0,28.0,6016,4016,"17,09 Mio",1920,1282,"1,64 Mio",3000,2003,"5,23 Mio",3840,2563,"7,95 Mio",6016,4016,"32,49 Mio",hallasan,nature;foret;automne,Contre-jour sur la forêt,
D5600_003126,standard,2019-10-27T10:34:01+08:00,1/100 s,200,11.0,18.0,6016,4016,"12,68 Mio",1920,1282,"1,56 Mio",3000,2003,"4,41 Mio",3840,2563,"6,32 Mio",6016,4016,"28,99 Mio",hallasan,nature;plante;automne,Plafond rouge,
D5600_003129,standard,2019-10-27T10:58:03+08:00,1/400 s,200,11.0,105.0,3894,2596,"2,16 Mio",1920,1280,"477,35 kio",3000,2000,"1,47 Mio",3840,2560,"2,15 Mio",6016,4016,"24,37 Mio",hallasan,nature;animal;selection,"Corbeau, du coin de l’œil","Le corbeau est présent partout sur les pentes du Hallasan. Mais si cet animal vif à la robe noire se laisse approcher, il ne se laisse pas photographier !"
D5600_003133,standard,2019-10-27T11:02:43+08:00,1/1250 s,200,5.6,48.0,6016,4016,"12,28 Mio",1920,1282,"1,40 Mio",3000,2003,"4,06 Mio",3840,2563,"5,95 Mio",6016,4016,"29,08 Mio",hallasan,nature;foret;automne,Rayon de soleil entre les arbres,
D5600_003142,standard,2019-10-27T11:27:55+08:00,1/500 s,100,9.0,105.0,5656,3771,"1,32 Mio",1920,1280,"113,67 kio",3000,2000,"497,16 kio",3840,2560,"733,71 kio",6016,4016,"21,46 Mio",hallasan,animal,Le corbeau météo,Crôa ! Il fait beau !
D5600_003147,vertical,2019-10-27T11:33:00+08:00,1/200 s,100,10.0,62.0,4016,6016,"7,86 Mio",1282,1920,"792,67 kio",2003,3000,"2,51 Mio",2563,3840,"3,79 Mio",6016,4016,"27,15 Mio",hallasan,foret;etrange,La 4G de la montagne,"Parce qu’une bonne connexion au milieu de la randonnée, c’est important…"
D5600_003158,standard,2019-10-27T12:00:23+08:00,1/80 s,100,16.0,45.0,6016,4016,"7,92 Mio",1920,1282,"921,82 kio",3000,2003,"2,65 Mio",3840,2563,"3,88 Mio",6016,4016,"28,49 Mio",hallasan,nature;montagne;foret,Forêt-zombie,
D5600_003161,standard,2019-10-27T12:04:07+08:00,1/400 s,100,11.0,52.0,6016,4016,"5,44 Mio",1920,1282,"481,22 kio",3000,2003,"1,69 Mio",3840,2563,"2,59 Mio",6016,4016,"23,52 Mio",hallasan,nature;foret;montagne,Colonne de nuages,
D5600_003163,autre,2019-10-27T12:06:01+08:00,1/160 s,100,16.0,22.0,6016,3706,"6,52 Mio",1920,1183,"654,45 kio",3000,1848,"2,09 Mio",3840,2366,"3,12 Mio",6016,4016,"24,29 Mio",hallasan,nature;foret;montagne,Échelles vers le ciel,
D5600_003173,standard,2019-10-27T12:24:30+08:00,1/250 s,100,11.0,18.0,6016,4016,"6,39 Mio",1920,1282,"637,50 kio",3000,2003,"2,04 Mio",3840,2563,"3,07 Mio",6016,4016,"24,74 Mio",hallasan,nature;montagne;mer;rocher,Un regard vers l’Est,
D5600_003174,panoramique,2019-10-27T12:28:01+08:00,1/200 s,100,11.0,21.0,5809,3081,"6,40 Mio",1920,1018,"682,83 kio",3000,1591,"2,16 Mio",3840,2037,"3,28 Mio",6016,4016,"26,23 Mio",hallasan,nature;montagne;rocher,Lande penchée,
D5600_003177,standard,2019-10-27T12:29:55+08:00,1/160 s,100,16.0,21.0,6016,4016,"6,16 Mio",1920,1282,"628,10 kio",3000,2003,"1,98 Mio",3840,2563,"2,96 Mio",6016,4016,"24,22 Mio",hallasan,nature;montagne;rocher,Au-dessus d’une mer de nuage,
D5600_003179,panoramique,2019-10-27T12:30:51+08:00,1/80 s,100,16.0,21.0,6016,2856,"4,83 Mio",1920,911,"532,32 kio",3000,1424,"1,61 Mio",3840,1823,"2,37 Mio",6016,4016,"25,09 Mio",hallasan,quotidien;montagne;curiosite,Embouteillage au sommet,"Le Hallasan est le point culminant de Corée du Sud (1950 mètres). Un dimanche de beau temps, il y a assez de courageux pour attaquer les 1200 mètres de dénivellés pour qu’une queue se forme à côté du panneau qui indique l’altitude."
D5600_003183,standard,2019-10-27T12:34:00+08:00,1/60 s,100,16.0,21.0,6016,4016,"7,24 Mio",1920,1282,"833,04 kio",3000,2003,"2,45 Mio",3840,2563,"3,57 Mio",6016,4016,"27,09 Mio",hallasan,montagne;nature;rocher;selection,Cratère,"Est-on sûrs qu’il est bien éteint, ce volcan ?"
D5600_003187,standard,2019-10-27T12:35:05+08:00,1/100 s,100,16.0,18.0,5993,3995,"5,56 Mio",1920,1280,"618,68 kio",3000,2000,"1,86 Mio",3840,2560,"2,73 Mio",6016,4016,"23,99 Mio",hallasan,quotidien;montagne;curiosite,Où s’asseoir pour piqueniquer ?,
D5600_003193,panoramique,2019-10-27T13:05:14+08:00,1/100 s,100,16.0,18.0,6016,2749,"4,47 Mio",1920,877,"489,63 kio",3000,1371,"1,50 Mio",3840,1755,"2,20 Mio",6016,4016,"24,25 Mio",hallasan,nature;montagne;rocher,Le cratère se cache,
D5600_003196,standard,2019-10-27T13:07:47+08:00,1/125 s,100,16.0,75.0,6016,4016,"6,99 Mio",1920,1282,"779,78 kio",3000,2003,"2,38 Mio",3840,2563,"3,49 Mio",6016,4016,"26,53 Mio",hallasan,ville;montagne;animal;mer;selection,Surveiller Jeju depuis le sommet,
D5600_003198,standard,2019-10-27T13:08:24+08:00,1/125 s,100,16.0,80.0,5749,3838,"5,98 Mio",1920,1282,"721,06 kio",3000,2003,"2,20 Mio",3840,2564,"3,21 Mio",6016,4016,"26,03 Mio",hallasan,montagne;rocher;animal,Le corbeau le plus haut de Corée du Sud,
D5600_003199,standard,2019-10-27T13:09:09+08:00,1/100 s,100,16.0,38.0,5949,3972,"5,21 Mio",1920,1282,"581,39 kio",3000,2003,"1,80 Mio",3840,2564,"2,65 Mio",6016,4016,"24,70 Mio",hallasan,mer;ville,"Tout droit vers Jeju, puis la mer",
D5600_003205,autre,2019-10-27T13:14:28+08:00,1/160 s,100,11.0,22.0,5896,3804,"6,10 Mio",1920,1239,"637,78 kio",3000,1936,"2,05 Mio",3840,2478,"3,07 Mio",6016,4016,"24,70 Mio",hallasan,nature;mer;montagne,Replis de montagne,
D5600_003207,standard,2019-10-27T13:14:44+08:00,1/80 s,100,13.0,25.0,6016,4016,"6,89 Mio",1920,1282,"739,78 kio",3000,2003,"2,26 Mio",3840,2563,"3,35 Mio",6016,4016,"25,65 Mio",hallasan,nature;montagne;rocher,Au bord du cratère,
D5600_003209,standard,2019-10-27T13:15:49+08:00,1/40 s,100,13.0,18.0,6016,4016,"9,54 Mio",1920,1282,"1,09 Mio",3000,2003,"3,23 Mio",3840,2563,"4,73 Mio",6016,4016,"29,39 Mio",hallasan,etrange;montagne,VOUS ne passerez PAS !,Le Hallasan était si fréquenté que les autorités ont dû prendre des mesures drastiques pour éviter une dégradation trop importante de la nature. Il est maintenant littéralement impossible de sortir du chemin aux endroits sensibles.
D5600_003216,standard,2019-10-27T13:23:11+08:00,1/60 s,100,16.0,35.0,6016,4016,"7,08 Mio",1920,1282,"806,44 kio",3000,2003,"2,40 Mio",3840,2563,"3,52 Mio",6016,4016,"26,86 Mio",hallasan,nature;foret;montagne;mer,De retour vers la forêt,
D5600_003218,standard,2019-10-27T13:26:38+08:00,1/80 s,100,16.0,22.0,5490,3665,"3,68 Mio",1920,1282,"458,98 kio",3000,2003,"1,43 Mio",3840,2563,"2,11 Mio",6016,4016,"24,28 Mio",hallasan,nature,Géométries mortes,
D5600_003222,standard,2019-10-27T13:33:53+08:00,1/80 s,100,16.0,98.0,6016,4016,"6,22 Mio",1920,1282,"682,91 kio",3000,2003,"2,07 Mio",3840,2563,"3,06 Mio",6016,4016,"25,38 Mio",hallasan,nature;montagne;rocher,"Soudain, une falaise",
D5600_003223,vertical,2019-10-27T13:36:12+08:00,1/100 s,100,16.0,25.0,4016,6016,"7,36 Mio",1282,1920,"859,22 kio",2003,3000,"2,49 Mio",2563,3840,"3,63 Mio",6016,4016,"26,44 Mio",hallasan,quotidien;escaliers,"Maintenant, des escaliers pour descendre",
D5600_003226,vertical,2019-10-27T13:38:23+08:00,1/100 s,100,16.0,52.0,3969,5944,"7,00 Mio",1282,1920,"797,02 kio",2003,3000,"2,39 Mio",2564,3840,"3,52 Mio",6016,4016,"26,47 Mio",hallasan,nature;mer;foret;ville;montagne,Jeju derrière la falaise,
D5600_003232,standard,2019-10-27T13:42:46+08:00,1/40 s,100,9.0,25.0,5752,3840,"9,76 Mio",1920,1282,"1,08 Mio",3000,2003,"3,38 Mio",3840,2564,"5,05 Mio",6016,4016,"29,41 Mio",hallasan,nature;montagne;foret;automne,Forêt dessechée,
D5600_003237,standard,2019-10-27T13:48:50+08:00,1/40 s,100,11.0,18.0,6016,4016,"11,85 Mio",1920,1282,"1,23 Mio",3000,2003,"3,84 Mio",3840,2563,"5,72 Mio",6016,4016,"29,52 Mio",hallasan,nature;montagne;foret;automne,C’est la fin de l’automne…,
D5600_003244,standard,2019-10-27T13:57:29+08:00,1/125 s,100,11.0,18.0,6016,4016,"7,42 Mio",1920,1282,"821,77 kio",3000,2003,"2,48 Mio",3840,2563,"3,65 Mio",6016,4016,"26,13 Mio",hallasan,nature;montagne;foret,Regard vers le cratère,
D5600_003253,standard,2019-10-27T14:04:09+08:00,1/160 s,100,11.0,62.0,6016,4016,"10,82 Mio",1920,1282,"1,13 Mio",3000,2003,"3,46 Mio",3840,2563,"5,20 Mio",6016,4016,"28,87 Mio",hallasan,nature;montagne;foret;rocher,La falaise gardienne,
D5600_003255,standard,2019-10-27T14:07:21+08:00,1/50 s,100,11.0,18.0,5724,3822,"10,69 Mio",1920,1282,"1,17 Mio",3000,2003,"3,67 Mio",3840,2564,"5,52 Mio",6016,4016,"28,77 Mio",hallasan,quotidien;foret;montagne;riviere,Le petit pont vers l’autre rive,"Mine de rien, ce sentier est parfois _très_ bien aménagé (alors qu’il faut grimper des centaines de mètres de marches invraisemblables pour arriver à ce pont)"
D5600_003258,vertical,2019-10-27T14:08:25+08:00,1/100 s,100,11.0,25.0,3703,5546,"9,17 Mio",1282,1920,"1,15 Mio",2003,3000,"3,49 Mio",2564,3840,"5,16 Mio",6016,4016,"28,76 Mio",hallasan,quotidien;montagne,Oserez-vous traverser ?,Ce pont suspendu se balance doucement sous l’effet du vent et des pas. On voit la rivière entre les lattes.
D5600_003266,standard,2019-10-27T14:15:05+08:00,1/60 s,100,11.0,26.0,6016,4016,"11,56 Mio",1920,1282,"1,46 Mio",3000,2003,"4,07 Mio",3840,2563,"5,82 Mio",6016,4016,"29,78 Mio",hallasan,etrange;montagne,"« Attention, chute de pierres »","Là, on comprends l’utilité des grillages !"
D5600_003273,standard,2019-10-27T15:26:17+08:00,1/80 s,200,5.3,62.0,6016,4016,"6,70 Mio",1920,1282,"736,21 kio",3000,2003,"2,18 Mio",3840,2563,"3,25 Mio",6016,4016,"25,89 Mio",hallasan,sculpture;curiosite,Statue du corbeau,Ils ont tellement de corbeaux qu’ils en font des statues.
D5600_003274,vertical,2019-10-27T15:28:17+08:00,1/40 s,200,5.0,18.0,4016,6016,"8,03 Mio",1282,1920,"965,47 kio",2003,3000,"2,74 Mio",2563,3840,"3,99 Mio",6016,4016,"29,14 Mio",hallasan,foret;montagne;escaliers,Comment ça : « Encore des escaliers » ?!,
D5600_003277,standard,2019-10-27T15:30:05+08:00,1/160 s,200,5.0,18.0,6016,4016,"10,34 Mio",1920,1282,"1,09 Mio",3000,2003,"3,38 Mio",3840,2563,"5,01 Mio",6016,4016,"28,50 Mio",hallasan,foret;montagne;rocher;riviere,Le ruisseau le long du volcan,
D5600_003279,standard,2019-10-27T15:43:00+08:00,1/320 s,200,5.0,18.0,6016,4016,"14,08 Mio",1920,1282,"1,66 Mio",3000,2003,"4,79 Mio",3840,2563,"6,94 Mio",6016,4016,"30,53 Mio",hallasan,nature;plante;foret;automne,Derniers flamboiements,
D5600_003281,standard,2019-10-27T15:53:43+08:00,1/25 s,200,9.0,18.0,6016,4016,"12,19 Mio",1920,1282,"1,25 Mio",3000,2003,"3,92 Mio",3840,2563,"5,85 Mio",6016,4016,"28,73 Mio",hallasan,foret;riviere;nature,Traversée de l’eau noire,
D5600_003283,standard,2019-10-27T16:02:04+08:00,1/40 s,400,4.0,25.0,6016,4016,"11,43 Mio",1920,1282,"1,17 Mio",3000,2003,"3,69 Mio",3840,2563,"5,54 Mio",6016,4016,"30,60 Mio",hallasan,foret;nature;rocher,Quel monstre se cache dans cette grotte ?,"Actuellement je ne sais pas, mais à une époque il y a sans doute eu de la lave…"
D5600_003286,standard,2019-10-27T16:09:59+08:00,1/100 s,400,4.0,18.0,6016,4016,"13,13 Mio",1920,1282,"1,33 Mio",3000,2003,"4,10 Mio",3840,2563,"6,17 Mio",6016,4016,"28,94 Mio",hallasan,nature;rocher;riviere;foret,Le ruisseau dans la forêt,
D5600_003297,standard,2019-10-28T14:58:40+08:00,1/100 s,100,10.0,35.0,5911,3940,"10,85 Mio",1920,1280,"1,17 Mio",3000,2000,"3,73 Mio",3840,2560,"5,55 Mio",6016,4016,"29,01 Mio",lavatunnel,curiosite;quotidien,Le bois en béton,Ces tables de piquenique n’ont pas l’air de beaucoup servir.
D5600_003304,standard,2019-10-28T15:13:20+08:00,1/100 s,100,11.0,35.0,6016,4016,"10,21 Mio",1920,1282,"1,25 Mio",3000,2003,"3,51 Mio",3840,2563,"5,05 Mio",6016,4016,"27,14 Mio",lavatunnel,nature;animal;etrange,Squelette,"Un squelette d’un animal, intact et complet, dans l’herbe."
D5600_003321,standard,2019-10-28T15:38:49+08:00,1/20 s,400,3.2,35.0,5527,3684,"6,04 Mio",1920,1280,"648,42 kio",3000,2000,"2,16 Mio",3840,2560,"3,31 Mio",6016,4016,"25,44 Mio",lavatunnel,curiosite;quotidien,Attention : ne distribue pas de Smarties !,
D5600_003346,standard,2019-10-28T15:57:48+08:00,1/25 s,6400,1.8,35.0,6016,4016,"13,14 Mio",1920,1282,"1,14 Mio",3000,2003,"4,00 Mio",3840,2563,"6,15 Mio",6016,4016,"32,52 Mio",lavatunnel,lave,Quant la lave fait fondre le mur,
D5600_003347,vertical,2019-10-28T15:58:07+08:00,1/125 s,6400,1.8,35.0,4016,6016,"4,27 Mio",1282,1920,"325,77 kio",2003,3000,"1,24 Mio",2563,3840,"1,93 Mio",6016,4016,"30,93 Mio",lavatunnel,lave,Ambiance,
D5600_003351,vertical,2019-10-28T15:59:38+08:00,1/20 s,1600,3.2,35.0,4016,6016,"9,09 Mio",1282,1920,"865,11 kio",2003,3000,"2,84 Mio",2563,3840,"4,33 Mio",6016,4016,"29,55 Mio",lavatunnel,lave,"Stalactites d’humidité ? Non, de roche fondue !","La coulée de lave ne prenait pas tout le volume du tunnel, mais la chaleur dégagée suffisait à faire fondre le plafond."
D5600_003354,vertical,2019-10-28T16:00:57+08:00,1/50 s,1600,2.8,35.0,4016,6016,"9,86 Mio",1282,1920,"910,55 kio",2003,3000,"3,03 Mio",2563,3840,"4,63 Mio",6016,4016,"29,67 Mio",lavatunnel,lave,"Il n’y aurait pas une fissure, là ?",
